supermarket,no_of_items,variation,total,paid,change,type,food,snack,beverage,consumables,high_end,asset,fixed_asset,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,day.1,month,year,Category,Subcategory,Quantity,Unit Price,Discount,Order ID,Customer ID,Order Date,Sales,Profit,Country,Region,County,Branch
Naivas,1,1,60,1000,940,cash,no,no,no,yes,no,no,no,2017-05-21 00:00:00,no,17:54:00,evening,chain,umoja,mid,Sunday,weekend,no,21,5,2017,snacks,Pretzels,4,29.31,0.02,ORD_4245,CUST_3618,2023-08-26 00:00:00,117.24,114.9,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,3,2,345,400,55,cash,no,yes,yes,no,no,no,no,2017-05-19 00:00:00,no,19:42:00,evening,chain,umoja,mid,Friday,weekday,no,19,5,2017,snacks,Chocolate bars,2,95.08,0.07,ORD_7912,CUST_6636,2023-10-23 00:00:00,190.16,176.85,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,2,2,253,1000,747,cash,yes,no,no,yes,no,no,no,2017-05-19 00:00:00,no,15:50:00,afternoon,chain,umoja,mid,Friday,weekday,no,19,5,2017,stationery,Paper clips,8,36.03,0.13,ORD_5749,CUST_3005,2023-02-05 00:00:00,288.24,250.77,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,4,2,321,325,4,cash,yes,no,yes,no,no,no,no,2017-05-21 00:00:00,no,19:54:00,night,chain,umoja,mid,Sunday,weekend,no,21,5,2017,beauty & cosmetics,Nail polish,1,77.6,0.24,ORD_7869,CUST_6455,2023-05-14 00:00:00,77.6,58.98,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,360,1000,640,cash,yes,no,no,no,no,no,no,2017-05-22 00:00:00,no,14:00:00,afternoon,chain,umoja,mid,Monday,weekday,no,22,5,2017,vegetables,Alliums,8,63.85,0.07,ORD_4535,CUST_4662,2023-10-23 00:00:00,510.8,475.04,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,2,2,164,200,36,cash,yes,no,yes,no,no,no,no,2017-05-21 00:00:00,no,16:43:00,evening,chain,umoja,mid,Sunday,weekend,no,21,5,2017,snacks,Granola bars,4,21.66,0.22,ORD_6490,CUST_7248,2023-11-10 00:00:00,86.64,67.58,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,2,1,202,205,3,cash,yes,no,no,no,no,no,no,2017-05-22 00:00:00,no,14:36:00,afternoon,chain,umoja,mid,Monday,weekday,no,22,5,2017,stationery,Highlighters,5,73.31,0.28,ORD_3735,CUST_1594,2023-07-26 00:00:00,366.55,263.92,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,3,1,35,50,15,cash,yes,no,no,no,no,no,no,2017-05-14 00:00:00,no,18:42:00,evening,chain,umoja,mid,Sunday,weekend,no,14,5,2017,snacks,Popcorn,3,98.56,0.1,ORD_1216,CUST_1067,2023-08-08 00:00:00,295.68,266.11,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,2,1,239,500,261,cash,no,no,yes,no,no,no,no,2017-05-17 00:00:00,no,18:14:00,evening,chain,umoja,mid,Wednesday,weekday,no,17,5,2017,beauty & cosmetics,Foundation,9,84.72,0.2,ORD_1691,CUST_4201,2023-10-04 00:00:00,762.48,609.98,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,4,2,367,1000,633,cash,yes,no,yes,no,no,no,no,2017-05-22 00:00:00,no,14:26:00,afternoon,chain,umoja,mid,Monday,weekday,no,22,5,2017,food additives,Vinegar,5,49.44,0.1,ORD_1986,CUST_4629,2023-11-08 00:00:00,247.2,222.48,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,46.05,50,3.95,cash,yes,no,no,no,no,no,no,2017-05-16 00:00:00,no,12:48:00,afternoon,chain,umoja,mid,Tuesday,weekday,no,16,5,2017,beverage,Bottled water,7,65.54,0.07,ORD_9386,CUST_8241,2023-06-21 00:00:00,458.78,426.67,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,4,1,504,1000,496,cash,yes,no,no,no,no,no,no,2017-05-19 00:00:00,no,16:49:00,evening,chain,umoja,mid,Friday,weekday,no,19,5,2017,beauty & cosmetics,Shampoo,2,50.09,0.01,ORD_3179,CUST_7136,2023-12-18 00:00:00,100.18,99.18,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,2,1,330,500,170,cash,yes,no,no,no,no,no,no,2017-05-21 00:00:00,no,18:15:00,evening,chain,umoja,mid,Sunday,weekend,no,21,5,2017,vegetables,Tubers,7,7.15,0.25,ORD_3158,CUST_8987,2023-04-18 00:00:00,50.05,37.54,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,1000,800,200,cash,no,no,yes,no,no,no,no,2017-01-20 00:00:00,no,19:37:00,night,chain,umoja,mid,saturday,weekend,no,20,1,2017,snacks,Fruit snacks,8,67.06,0.12,ORD_8625,CUST_2880,2023-08-03 00:00:00,536.48,472.1,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,45,100,55,cash,no,no,no,yes,no,no,no,2017-05-17 00:00:00,no,14:37:00,afternoon,small,kiambu,mid,Wednesday,weekday,no,17,5,2017,snacks,Cookies,5,98.07,0.09,ORD_4630,CUST_8806,2023-04-11 00:00:00,490.35,446.22,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,120,500,380,cash,no,no,no,no,no,yes,no,2017-05-19 00:00:00,no,16:09:00,evening,small,kiambu,mid,friday,weekday,no,19,5,2017,beverage,Tea,6,67.54,0.08,ORD_5533,CUST_6075,2023-06-28 00:00:00,405.24,372.82,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,760,1000,240,cash,yes,no,no,no,no,no,no,2017-06-15 00:00:00,no,18:57:00,evening,chain,cbd,mid,Thursday,weekday,no,15,6,2017,beauty & cosmetics,Nail polish,9,74.55,0.2,ORD_9704,CUST_9691,2023-08-20 00:00:00,670.95,536.76,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,5,3,696,1000,304,cash,yes,no,yes,yes,no,no,no,2017-06-30 00:00:00,no,19:39:00,night,chain,cbd,mid,Friday,weekday,no,30,6,2017,stationery,Markers,3,46.06,0.03,ORD_6171,CUST_2056,2023-04-18 00:00:00,138.18,134.03,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,21,5,12475,12475,0,card,yes,yes,yes,yes,yes,no,no,2017-07-10 00:00:00,no,21:36:00,night,chain,cbd,mid,monday,weekday,no,10,7,2017,beauty & cosmetics,Foundation,5,70.42,0.19,ORD_9265,CUST_5924,2023-01-19 00:00:00,352.1,285.2,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,8,2,1225,1250,25,cash,yes,no,no,no,no,yes,no,2017-09-22 00:00:00,no,17:02:00,evening,chain,ongata rongai,mid,Friday,weekday,no,22,9,2017,beauty & cosmetics,Conditioner,3,7.29,0.18,ORD_5959,CUST_7735,2023-11-22 00:00:00,21.87,17.93,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,45,50,5,cash,no,yes,no,no,no,no,no,2017-06-24 00:00:00,no,18:17:00,evening,small,saika,mid,saturday,weekend,no,24,6,2017,cleaning,Floor cleaner,7,23.08,0.03,ORD_7883,CUST_9612,2023-11-03 00:00:00,161.56,156.71,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,85,100,15,cash,no,yes,no,no,no,no,no,2017-05-29 00:00:00,no,11:36:00,morning,chain,cbd,mid,monday,weekday,no,29,5,2017,stationery,Highlighters,9,16.16,0.22,ORD_3185,CUST_4014,2023-05-02 00:00:00,145.44,113.44,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,22,5,3834,4000,166,cash,yes,yes,yes,yes,yes,no,no,2017-06-18 00:00:00,no,10:09:00,morning,chain,eastlands,mid,Sunday,weekend,no,18,6,2017,food additives,Vinegar,8,79.19,0.1,ORD_1099,CUST_5356,2023-10-19 00:00:00,633.52,570.17,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,2,2,180,200,20,cash,no,yes,yes,no,no,no,no,2017-07-05 00:00:00,no,19:11:00,night,chain,cbd,mid,Wednesday,weekday,yes,5,7,2017,fats and oils,Margarine,6,93.14,0.02,ORD_4205,CUST_3259,2023-07-08 00:00:00,558.84,547.66,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,60,100,40,cash,no,yes,no,no,no,no,no,2017-06-19 00:00:00,no,14:25:00,afternoon,chain,cbd,mid,monday,weekday,no,19,6,2017,fats and oils,Corn oil,6,40.05,0.1,ORD_1926,CUST_4900,2023-07-11 00:00:00,240.3,216.27,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,135,1000,865,cash,no,yes,no,no,no,no,no,2017-05-30 00:00:00,yes,18:14:00,evening,chain,junction,mid,Tuesday,weekday,no,30,5,2017,food additives,Vanilla essence,7,49.29,0.18,ORD_3023,CUST_4836,2023-07-25 00:00:00,345.03,282.92,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,2,2,95,95,0,cash,no,yes,yes,no,no,no,no,2017-05-23 00:00:00,no,18:25:00,evening,chain,cbd,mid,Tuesday,weekday,yes,23,5,2017,cleaning,Disinfectant wipes,2,6.41,0.07,ORD_2297,CUST_2117,2023-05-18 00:00:00,12.82,11.92,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,4,2,293,500,207,cash,yes,no,no,yes,no,no,no,2017-05-24 00:00:00,no,20:00:00,night,chain,cbd,mid,Wednesday,weekday,no,24,5,2017,fats and oils,Avocado oil,9,28.57,0.09,ORD_9287,CUST_3287,2023-10-18 00:00:00,257.13,233.99,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,58,100,42,cash,no,no,no,yes,no,no,no,2017-05-24 00:00:00,no,08:34:00,morning,chain,cbd,mid,Wednesday,weekday,no,24,5,2017,beauty & cosmetics,Nail polish,1,61.78,0.17,ORD_2179,CUST_1905,2023-12-10 00:00:00,61.78,51.28,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,90,200,110,cash,no,no,no,yes,no,no,no,2017-05-23 00:00:00,no,07:33:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beauty & cosmetics,Shampoo,8,42.13,0.18,ORD_2714,CUST_6098,2023-01-18 00:00:00,337.04,276.37,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,4,3,250,500,250,cash,yes,yes,yes,no,no,no,no,2017-05-23 00:00:00,no,05:23:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,stationery,Sticky notes,3,55.62,0.06,ORD_7110,CUST_6491,2023-10-21 00:00:00,166.86,156.85,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,2,1,105,500,395,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,06:57:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,cleaning,Floor cleaner,1,30.31,0.29,ORD_8066,CUST_5345,2023-01-06 00:00:00,30.31,21.52,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,100,1000,900,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,12:39:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,cleaning,Laundry detergent,9,57.96,0.2,ORD_2049,CUST_7025,2023-09-13 00:00:00,521.64,417.31,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,95,100,5,cash,no,no,yes,yes,no,no,no,2017-05-23 00:00:00,no,03:19:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,cleaning,Disinfectant wipes,5,7.94,0.29,ORD_7165,CUST_6491,2023-02-12 00:00:00,39.7,28.19,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,40,100,60,cash,no,no,yes,yes,no,no,no,2017-05-23 00:00:00,no,08:25:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,snacks,Candy,7,79.28,0.26,ORD_3875,CUST_4988,2023-10-23 00:00:00,554.96,410.67,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,2,1,55,100,45,cash,no,yes,yes,yes,no,no,no,2017-05-23 00:00:00,no,08:17:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beauty & cosmetics,Nail polish,5,44.06,0.13,ORD_6512,CUST_4050,2023-02-18 00:00:00,220.3,191.66,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,2,1,179,200,23,cash,yes,yes,no,yes,no,no,no,2027-05-23 00:00:00,no,08:27:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2027,stationery,Staplers,9,65,0.1,ORD_8072,CUST_4516,2023-11-13 00:00:00,585,526.5,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,2,1,91,100,9,cash,yes,yes,no,yes,no,no,no,2017-05-23 00:00:00,no,08:21:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beauty & cosmetics,Foundation,5,70.88,0.13,ORD_5652,CUST_6830,2023-03-01 00:00:00,354.4,308.33,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,2,1,80,200,120,cash,yes,yes,no,yes,no,no,no,2017-05-23 00:00:00,no,08:20:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beauty & cosmetics,Nail polish,8,73.2,0.01,ORD_7154,CUST_2500,2023-08-11 00:00:00,585.6,579.74,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,40,50,10,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,08:17:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,cleaning,Laundry detergent,9,77.22,0.22,ORD_7922,CUST_2407,2023-05-09 00:00:00,694.98,542.08,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,2,1,78,100,22,cash,yes,yes,no,yes,no,no,no,2017-05-23 00:00:00,no,07:52:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beauty & cosmetics,Mascara,7,65.14,0.09,ORD_7861,CUST_6966,2023-11-18 00:00:00,455.98,414.94,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,60,100,40,cash,no,no,yes,yes,no,no,no,2017-05-23 00:00:00,no,07:51:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,fats and oils,Margarine,6,52.52,0.27,ORD_9057,CUST_5186,2023-11-19 00:00:00,315.12,230.04,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,3,1,135,150,15,cash,yes,yes,yes,yes,no,no,no,2017-05-23 00:00:00,no,10:55:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,fats and oils,Avocado oil,9,38.17,0.28,ORD_2425,CUST_6177,2023-03-06 00:00:00,343.53,247.34,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,40,50,10,cash,no,no,yes,yes,no,no,no,2017-05-23 00:00:00,no,08:59:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,fats and oils,Palm oil,1,58.28,0.21,ORD_2514,CUST_5091,2023-10-15 00:00:00,58.28,46.04,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,37,200,163,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,08:40:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,fats and oils,Sunflower oil,9,18.88,0.09,ORD_7347,CUST_3705,2023-04-03 00:00:00,169.92,154.63,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,68,200,132,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,08:06:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,food additives,Curry powder,1,82.95,0.23,ORD_5571,CUST_3130,2023-11-21 00:00:00,82.95,63.87,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,60,100,40,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,07:36:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,stationery,Pens,5,44.16,0.25,ORD_4286,CUST_3146,2023-07-03 00:00:00,220.8,165.6,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,2,1,70,100,30,cash,yes,yes,no,yes,no,no,no,2017-05-23 00:00:00,no,08:15:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beverage,Energy drinks,7,15.09,0.16,ORD_1403,CUST_3495,2023-08-12 00:00:00,105.63,88.73,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,25,200,175,cash,no,no,yes,yes,no,no,no,2017-05-23 00:00:00,no,03:28:00,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beauty & cosmetics,Conditioner,5,52.99,0.23,ORD_5970,CUST_3748,2023-12-25 00:00:00,264.95,204.01,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,50,100,50,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,09:20:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beverage,Energy drinks,7,73.29,0.02,ORD_7418,CUST_1010,2023-02-14 00:00:00,513.03,502.77,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,100,200,100,cash,yes,yes,no,yes,no,no,no,2017-05-23 00:00:00,no,07:18:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,stationery,Folders,7,11.71,0.19,ORD_8694,CUST_5735,2023-04-07 00:00:00,81.97,66.4,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,100,100,0,cash,no,yes,yes,yes,no,no,no,2017-05-23 00:00:00,no,06:08:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beverage,Wine,7,23.88,0.13,ORD_1897,CUST_2520,2023-01-13 00:00:00,167.16,145.43,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,3,3,0,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,07:39:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,vegetables,Legumes,5,60.49,0.25,ORD_9954,CUST_8141,2023-07-15 00:00:00,302.45,226.84,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,50,50,0,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,07:13:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beauty & cosmetics,Sunscreen,8,39.74,0.04,ORD_3935,CUST_4624,2023-06-20 00:00:00,317.92,305.2,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,65,100,35,cash,no,no,yes,yes,no,no,no,2017-05-23 00:00:00,no,09:13:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,vegetables,Alliums,5,54.1,0.24,ORD_1964,CUST_8344,2023-11-11 00:00:00,270.5,205.58,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,30,100,70,cash,no,yes,no,yes,no,no,no,2017-05-23 00:00:00,no,07:34:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,stationery,Envelopes,8,82.79,0.25,ORD_3239,CUST_9056,2023-02-27 00:00:00,662.32,496.74,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,40,40,0,cash,no,yes,no,no,no,no,no,2017-05-23 00:00:00,no,06:10:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,snacks,Popcorn,9,96.31,0.16,ORD_7644,CUST_2759,2023-04-21 00:00:00,866.79,728.1,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,90,200,110,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,07:43:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,vegetables,Squashes,2,62.08,0.26,ORD_5657,CUST_3826,2023-08-26 00:00:00,124.16,91.88,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,2,1,375,375,0,cash,yes,no,yes,yes,no,no,no,2017-05-23 00:00:00,no,06:07:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,cleaning,Glass cleaner,5,22.26,0.25,ORD_4327,CUST_5854,2023-09-21 00:00:00,111.3,83.48,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,2,1,105,200,95,cash,no,yes,yes,yes,no,no,no,2017-05-23 00:00:00,no,06:50:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beverage,Wine,9,30.89,0.05,ORD_5158,CUST_2223,2023-07-24 00:00:00,278.01,264.11,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,49,200,151,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,07:27:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beverage,Tea,5,28.92,0.11,ORD_8222,CUST_5978,2023-01-17 00:00:00,144.6,128.69,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,56,100,44,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,07:21:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,stationery,Highlighters,6,21.57,0.14,ORD_1733,CUST_2308,2023-11-05 00:00:00,129.42,111.3,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,50,50,0,cash,no,yes,no,yes,no,no,no,2017-05-23 00:00:00,no,07:23:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,stationery,Highlighters,1,41.55,0.08,ORD_4934,CUST_5916,2023-10-13 00:00:00,41.55,38.23,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,2,1,75,500,425,cash,no,no,yes,yes,no,no,no,2017-05-23 00:00:00,no,08:38:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,cleaning,Dishwashing liquid,7,62.04,0.08,ORD_2382,CUST_8023,2023-02-05 00:00:00,434.28,399.54,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,60,100,40,cash,no,yes,no,yes,no,no,no,2017-05-23 00:00:00,no,07:07:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,snacks,Chips,1,36.66,0.15,ORD_1378,CUST_9849,2023-10-22 00:00:00,36.66,31.16,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,40,50,10,cash,no,no,yes,yes,no,no,no,2017-05-23 00:00:00,no,07:17:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beauty & cosmetics,Face wash,5,17.16,0.02,ORD_1917,CUST_1649,2023-07-20 00:00:00,85.8,84.08,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,50,100,50,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,07:00:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,food additives,Mustard,4,29.74,0.28,ORD_1494,CUST_2027,2023-02-27 00:00:00,118.96,85.65,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,80,100,20,cash,no,no,yes,yes,no,no,no,2017-05-23 00:00:00,no,06:46:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,stationery,Sticky notes,4,58.03,0.05,ORD_3339,CUST_2853,2023-12-16 00:00:00,232.12,220.51,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,123,200,77,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,07:04:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,stationery,Envelopes,2,75.25,0.12,ORD_6071,CUST_1189,2023-06-01 00:00:00,150.5,132.44,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,80,100,20,cash,no,yes,no,yes,no,no,no,2017-05-23 00:00:00,no,07:30:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,vegetables,Root vegetables,6,35.26,0.14,ORD_4362,CUST_3241,2023-12-22 00:00:00,211.56,181.94,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,126,126,0,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,06:05:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,stationery,Notebooks,3,63.5,0.28,ORD_1377,CUST_6125,2023-02-02 00:00:00,190.5,137.16,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,100,100,0,cash,no,no,yes,yes,no,no,no,2017-05-23 00:00:00,no,06:38:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beauty & cosmetics,Moisturizers,8,44.09,0.17,ORD_2236,CUST_4936,2023-10-12 00:00:00,352.72,292.76,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,50,50,0,cash,no,no,yes,yes,no,no,no,2017-05-23 00:00:00,no,06:51:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beverage,Juices,6,71.79,0.02,ORD_4973,CUST_8637,2023-01-02 00:00:00,430.74,422.13,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,2,1,125,200,75,cash,yes,no,yes,yes,no,no,no,2017-05-23 00:00:00,no,05:36:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,vegetables,Alliums,3,59.65,0.3,ORD_9623,CUST_3014,2023-01-19 00:00:00,178.95,125.26,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,4,1,320,400,80,cash,yes,yes,yes,yes,no,no,no,2017-05-23 00:00:00,no,05:32:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beauty & cosmetics,Nail polish,7,33.31,0.22,ORD_2912,CUST_1731,2023-06-16 00:00:00,233.17,181.87,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,4,1,272,300,22,cash,yes,yes,no,yes,no,no,no,2017-05-23 00:00:00,no,04:52:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,cleaning,All-purpose cleaner,7,5.64,0.12,ORD_8240,CUST_2366,2023-02-15 00:00:00,39.48,34.74,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,2,1,180,500,320,cash,yes,yes,no,yes,no,no,no,2017-05-23 00:00:00,no,05:51:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,food additives,Vinegar,6,57.03,0.22,ORD_3476,CUST_9697,2023-05-17 00:00:00,342.18,266.9,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,1,1,55,100,45,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,06:38:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beverage,Tea,6,23.65,0.1,ORD_6448,CUST_7538,2023-01-03 00:00:00,141.9,127.71,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,2,1,100,200,100,cash,no,yes,no,yes,no,no,no,2017-05-23 00:00:00,no,05:55:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,vegetables,Cruciferous vegetables,4,75.22,0.24,ORD_5410,CUST_4001,2023-03-08 00:00:00,300.88,228.67,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
Naivas,2,1,80,100,20,cash,yes,no,no,yes,no,no,no,2017-05-23 00:00:00,no,06:16:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,fats and oils,Coconut oil,4,14.14,0.15,ORD_9495,CUST_8985,2023-03-10 00:00:00,56.56,48.08,Kenya,Central & Eastern,Embu,Naivas Embu
Naivas,1,1,100,100,0,cash,no,no,yes,yes,no,no,no,2017-05-23 00:00:00,no,06:05:00,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017,beauty & cosmetics,Nail polish,1,49.97,0.12,ORD_7200,CUST_4883,2023-09-02 00:00:00,49.97,43.97,Kenya,Central & Eastern,Embu,Naivas Pearl Centre
